index,operator,row_number,height,avg_height,stddev_height,ucl,lcl,alert
348,Op-7,9,19.29,20.266,1.22316393,21.90704662,18.62495338,FALSE
349,Op-7,10,21.98,20.93,1.017177467,22.29468678,19.56531322,FALSE
350,Op-7,11,21.32,20.956,1.027097853,22.33399637,19.57800363,FALSE
351,Op-7,12,19.2,20.644,1.301741142,22.39046901,18.89753099,FALSE
352,Op-7,13,19.87,20.332,1.252265946,22.01209107,18.65190893,FALSE
353,Op-7,14,18.63,20.2,1.41391301,22.09696336,18.30303664,FALSE
354,Op-7,15,21.06,20.016,1.16173577,21.57463209,18.45736791,FALSE
355,Op-7,16,19.75,19.702,0.904969613,20.91614414,18.48785586,FALSE
356,Op-7,17,19.44,19.75,0.877638878,20.92747611,18.57252389,FALSE
357,Op-7,18,18.61,19.498,1.006066598,20.84777998,18.14822002,FALSE
358,Op-7,19,19,19.572,0.937533999,20.82983385,18.31416615,FALSE
359,Op-7,20,20.6,19.48,0.760953349,20.50092605,18.45907395,TRUE
360,Op-7,21,21.47,19.824,1.184453461,21.41311107,18.23488893,TRUE
361,Op-7,22,21.66,20.268,1.400846173,22.14743236,18.38856764,FALSE
362,Op-7,23,20.45,20.636,1.055523567,22.05213347,19.21986653,FALSE
363,Op-7,24,20.42,20.92,0.596531642,21.72033118,20.11966882,FALSE
364,Op-7,25,21.1,21.02,0.570832725,21.78585247,20.25414753,FALSE
365,Op-7,26,21.21,20.968,0.529971697,21.67903164,20.25696836,FALSE
366,Op-7,27,18.72,20.38,0.996167657,21.71649916,19.04350084,TRUE
367,Op-7,28,20.2,20.33,0.998048095,21.66902203,18.99097797,FALSE
368,Op-7,29,18.64,19.974,1.244861438,21.64415688,18.30384312,FALSE
369,Op-7,30,21.63,20.08,1.379945651,21.93139137,18.22860863,FALSE
370,Op-7,31,20.57,19.952,1.274586207,21.66203684,18.24196316,FALSE
371,Op-7,32,19.3,20.068,1.155235907,21.61791161,18.51808839,FALSE
372,Op-7,33,20,20.028,1.152983088,21.57488914,18.48111086,FALSE
373,Op-8,5,18.55,20.388,1.407664733,22.27658042,18.49941958,FALSE
374,Op-8,6,18.7,20.264,1.545794294,22.33790067,18.19009933,FALSE
375,Op-8,7,21.02,20.142,1.430828431,22.06165778,18.22234222,FALSE
376,Op-8,8,20.08,19.816,1.140495506,21.34613529,18.28586471,FALSE
377,Op-8,9,20.08,19.686,1.043158665,21.08554421,18.28645579,FALSE
378,Op-8,10,20.97,20.17,0.940691235,21.43206973,18.90793027,FALSE
379,Op-8,11,19.12,20.254,0.781971867,21.30312535,19.20487465,TRUE
380,Op-8,12,20.57,20.164,0.692553247,21.09315768,19.23484232,FALSE
381,Op-8,13,19.28,20.004,0.800768381,21.07834352,18.92965648,FALSE
382,Op-8,14,18.79,19.746,0.961784799,21.03636971,18.45563029,FALSE
383,Op-8,15,21.7,19.892,1.215882396,21.52327741,18.26072259,TRUE
384,Op-8,16,18.79,19.826,1.27574684,21.53759399,18.11440601,FALSE
385,Op-8,17,19,19.512,1.239544271,21.17502315,17.84897685,FALSE
386,Op-8,18,21.56,19.968,1.520417706,22.00785441,17.92814559,FALSE
387,Op-8,19,21.4,20.49,1.461779737,22.45118332,18.52881668,FALSE
388,Op-8,20,19.36,20.022,1.347672067,21.83009181,18.21390819,FALSE
389,Op-9,5,19.19,20.506,1.13775217,22.03245472,18.97954528,FALSE
390,Op-9,6,20.48,20.53,1.135165186,22.05298391,19.00701609,FALSE
391,Op-9,7,18.56,19.962,1.290860178,21.69387066,18.23012934,FALSE
392,Op-9,8,20.71,20.168,1.316537124,21.9343199,18.4016801,FALSE
393,Op-9,9,20,19.788,0.899927775,20.99537981,18.58062019,FALSE
394,Op-9,10,21.33,20.216,1.042079652,21.61409656,18.81790344,FALSE
395,Op-9,11,18.63,19.846,1.235406816,21.50347217,18.18852783,FALSE
396,Op-9,12,20.04,20.142,1.00631506,21.49211333,18.79188667,FALSE
397,Op-9,13,19.94,19.988,0.955285298,21.26964972,18.70635028,FALSE
398,Op-9,14,19.46,19.88,0.983692025,21.19976134,18.56023866,FALSE
399,Op-9,15,20.65,19.744,0.753080341,20.7543633,18.7336367,FALSE
400,Op-9,16,18.78,19.774,0.698627225,20.71130678,18.83669322,TRUE
401,Op-9,17,20.68,19.902,0.809394836,20.98791712,18.81608288,FALSE
402,Op-9,18,19.45,19.804,0.832964585,20.92153926,18.68646074,FALSE
403,Op-9,19,19.93,19.898,0.810660225,20.98561482,18.81038518,FALSE
404,Op-9,20,20.98,19.964,0.896119412,21.16627035,18.76172965,FALSE
405,Op-9,21,20.29,20.266,0.604259878,21.0766997,19.4553003,FALSE
406,Op-9,22,21.14,20.358,0.708992243,21.30921291,19.40678709,FALSE
407,Op-9,23,19.19,20.306,0.796385585,21.37446338,19.23753662,TRUE
408,Op-9,24,20.93,20.506,0.80388432,21.58452399,19.42747601,FALSE
409,Op-9,25,20.74,20.458,0.775158048,21.49798365,19.41801635,FALSE
410,Op-9,26,21.97,20.794,1.012042489,22.15179748,19.43620252,FALSE
411,Op-9,27,18.77,20.32,1.318180564,22.08852481,18.55147519,FALSE
412,Op-9,28,18.9,20.262,1.385016245,22.12019428,18.40380572,FALSE
413,Op-9,29,19.18,19.912,1.395087811,21.78370671,18.04029329,FALSE
414,Op-9,30,18.66,19.496,1.396577961,21.36970595,17.62229405,FALSE
415,Op-9,31,19.01,18.904,0.203051718,19.17642247,18.63157753,FALSE
416,Op-9,32,18.57,18.864,0.250259865,19.19975884,18.52824116,FALSE
417,Op-9,33,20.91,19.266,0.95227622,20.54361262,17.98838738,TRUE
418,Op-9,34,21.24,19.678,1.291111924,21.41020842,17.94579158,FALSE
419,Op-9,35,21.66,20.278,1.392828058,22.14667493,18.40932507,FALSE
